Fecha_hora_experimento,Clave_experimento,Archivo_CSV_ejemplos,CP,Tiempo_entrenamiento,N_entrenamiento,N_pruebas,EPOCHS,N_neuronas_entrada,N_capas_ocultas,N_neuronas_ocultas,N_neuronas_salida,promedio_IMPORTE_VALOR_CONCLUIDO,promedio_VALOR_FISICO_CONSTRUCCION,promedio_VALOR_FISICO_TERRENO,promedio_VALOR_FISICO_TERRENO_M2,promedio_regresion_IMPORTE_VALOR_CONCLUIDO,promedio_regresion_VALOR_FISICO_CONSTRUCCION,promedio_regresion_VALOR_FISICO_TERRENO,promedio_regresion_VALOR_FISICO_TERRENO_M2,error_promedio_IMPORTE_VALOR_CONCLUIDO,error_promedio_VALOR_FISICO_CONSTRUCCION,error_promedio_VALOR_FISICO_TERRENO,error_promedio_VALOR_FISICO_TERRENO_M2,error_min_IMPORTE_VALOR_CONCLUIDO,error_max_IMPORTE_VALOR_CONCLUIDO,error_min_VALOR_FISICO_CONSTRUCCION,error_max_VALOR_FISICO_CONSTRUCCION,error_min_VALOR_FISICO_TERRENO,error_max_VALOR_FISICO_TERRENO,error_min_VALOR_FISICO_TERRENO_M2,error_max_VALOR_FISICO_TERRENO_M2,desviacion_std_error_IMPORTE_VALOR_CONCLUIDO,desviacion_std_error_VALOR_FISICO_CONSTRUCCION,desviacion_std_error_VALOR_FISICO_TERRENO,desviacion_std_error_VALOR_FISICO_TERRENO_M2
"Tuesday, 04. October 2016 04:47AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold8_L1_H65,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.17780804634094,313,34,250,22,1,65,4,3095758.8235294116,1194460.2564705883,824942.22558823531,23815.551176470588,3011596.5297734593,1208218.6800347576,1012974.153502318,22520.266354671054,556015.46031294041,287407.33777362161,443256.04043358302,3253.3145810431447,43693.578181990422,1558306.4218180096,6716.1333889863454,1038466.5494197696,41248.101748025743,2994105.2617480257,2.243167767093837,10119.663167767092,440029.72730677115,263422.995817243,487060.91386888496,2200.068249361998
"Tuesday, 04. October 2016 04:48AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold9_L1_H65,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.71547198295593,313,34,250,22,1,65,4,3553507.0588235296,1163301.002647059,931441.11323529412,24835.476470588233,2449803.6287263157,732915.50635744655,748295.6023866887,29528.409128984484,1463699.0398531875,564539.11420971458,363008.05804971291,6067.7520103097768,77130.448354820255,4319029.2975004651,74041.398320643581,1753200.6983206435,25214.220369023969,2108302.8003690243,1322.1114970883245,10685.958502911675,1098538.5037880596,451848.98169381474,392561.21191422007,3087.6871601245757
"Tuesday, 04. October 2016 04:49AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold10_L1_H65,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,47.07579684257507,313,34,250,22,1,65,4,3615764.7058823528,1236398.7758823531,1100391.8852941177,25680.012941176472,3473906.4606137061,1614129.0316406344,810867.52784860029,22551.372171497547,983818.02705557889,634593.08929525327,482450.92349194433,4149.3677998624407,76093.53934449004,3398093.53934449,71915.768354753964,1562367.1883547541,29868.222093134071,2412368.2620931342,51.372131424795953,15977.837827288127,907069.8634428392,366459.3094902025,520163.65118014335,3386.23085474892
"Tuesday, 04. October 2016 04:50AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold1_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,47.38742709159851,313,34,250,22,1,70,4,3147646.2235294115,1048010.1258823529,843565.92441176472,25075.213235294119,3752762.3111015419,1318808.2323443608,1458039.7466860483,21849.838594931673,1055529.2200975926,529691.87202835339,661592.06715363241,4150.6106672629758,61947.75785287004,2708285.9245338496,3740.6244312135968,1171900.1244312136,78634.706474463455,1019312.5862548957,312.96904430152063,12422.003276881787,728657.7298769648,302791.7497670088,253156.3923174354,3120.186041232299
"Tuesday, 04. October 2016 04:50AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold2_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.340795040130615,313,34,250,22,1,70,4,3128754.8932352941,1150118.516764706,904517.84470588237,23965.276470588236,2402105.4206277085,733780.83758418215,672803.82889868936,24002.304746567144,998625.92624559358,518885.67460416519,306070.52180428599,2760.7114637661821,29548.226626456715,3168548.2266264567,1113.2796896370128,1561776.8896896369,1496.4956479626708,1166022.7688138573,68.509646733895352,11161.210353266106,854368.6485179489,451269.1250053227,272314.34892660205,2496.313198474719
"Tuesday, 04. October 2016 04:51AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold3_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.358139991760254,313,34,250,22,1,70,4,3176823.5294117648,1129742.2676470589,990172.36735294119,24216.894705882354,3242550.4313447108,1022368.2221292608,1134248.1121014783,23996.464662047609,1025811.4403207153,425940.14258937218,463530.04640820436,2727.7711506228552,177380.03431376349,5531654.3825108698,31535.036269541131,1393551.9720096637,4340.4136060525198,2545296.1712633781,204.41014738750528,6889.3101473875067,1010908.4771627352,315840.08210351743,488959.84783789836,1811.1174763546778
"Tuesday, 04. October 2016 04:52AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold4_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.78645706176758,313,34,250,22,1,70,4,3448889.411764706,1248122.3023529411,985769.07500000007,26098.185882352944,2927114.9205726823,1046832.7234284974,875310.14986901847,21916.576352424439,857834.73391552386,411288.44978153007,411015.73617647064,5278.0260487164733,1885.0794273177162,3000885.0794273177,4952.7234284973238,1692765.2765715027,2071.7398690184345,3619126.8501309818,254.42364757556061,24014.643647575562,654223.9782408277,329797.31837511924,645912.1719535034,5088.305846701589
"Tuesday, 04. October 2016 04:53AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold5_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.91717600822449,313,34,250,22,1,70,4,3112558.8235294116,1128784.0299999998,870043.97294117638,23989.527058823529,3945113.6000376027,1265424.3748924145,1052089.2709569288,23500.533889178158,978338.2117890371,324755.03172673454,312868.37868561357,3461.7193136744427,2886.3999623972923,2846113.6000376027,6089.7348924146499,1035244.0448924146,21951.470956928795,663713.68095692876,43.466110821842449,8204.1338891781579,736851.8000192374,287095.385811512,160964.41614196997,1787.9864735627464
"Tuesday, 04. October 2016 04:54AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold6_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.88372588157654,313,34,250,22,1,70,4,3063823.5294117648,1118939.4094117647,908142.37852941174,24675.957941176468,3332444.7467455501,1049326.5031001659,959089.07347467018,21413.626583973593,874713.90388800355,438518.4823031238,440733.701908016,4206.3834151692008,100479.0507259327,2478016.1245778417,27666.703169093817,1173398.4385246462,352.54038819298148,2321681.939611807,136.740816152138,17441.259183811773,709646.7162985284,292621.81628513813,402130.2148876132,3870.982889919188
"Tuesday, 04. October 2016 04:54AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold7_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.35165500640869,313,34,250,22,1,70,4,3046911.7647058824,1035493.3811764707,975663.48970588227,25371.580294117648,3741256.1667306805,1260771.5279555989,847337.17803155188,24364.360486028272,1240808.0228421609,491312.2676696158,391317.35928309662,3489.8344682442657,40010.06674015522,3647010.0667401552,20142.32873756811,1228758.2687375681,3855.7616593714338,2250850.8116593715,69.100974199307529,14676.010974199307,861308.2505018972,337853.9737759244,398803.9834189015,3100.5440458710277
"Tuesday, 04. October 2016 04:55AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold8_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,45.83904004096985,313,34,250,22,1,70,4,3095758.8235294116,1194460.2564705883,824942.22558823531,23815.551176470588,3012840.4989794097,1057791.1737079937,799709.98184186709,24533.999054110929,555754.91753219243,297260.47921240545,349013.98390590126,3090.2155452624629,52980.029811318964,1549019.970188681,4152.6958038988523,1151519.2544482558,38987.363211233169,3200065.6467887666,269.23963885167541,8969.3729666906893,439582.59397641546,282672.89322419296,525883.5544693575,2140.779191817546
"Tuesday, 04. October 2016 04:56AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold9_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,47.009737968444824,313,34,250,22,1,70,4,3553507.0588235296,1163301.002647059,931441.11323529412,24835.476470588233,2856937.5253505888,1095736.8819405718,580148.79943969566,23686.238328369778,1271526.9135050187,465456.41422785737,417922.83787824493,3874.3507559732484,46416.85107110627,3962583.1489288937,11399.506323069101,1379888.126323069,12697.076371809817,2246826.5663718097,107.50569825500133,15690.905698255003,998536.7314933798,360002.2677350907,442946.0506577738,3390.0830919467166
"Tuesday, 04. October 2016 04:57AM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold10_L1_H70,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,46.78052306175232,313,34,250,22,1,70,4,3615764.7058823528,1236398.7758823531,1100391.8852941177,25680.012941176472,2186824.916363121,857742.9264960615,649550.96480269684,23189.910818753204,1564064.7649201502,498772.85106067808,527129.87301081431,3856.1714275736681,37824.91636312101,4685175.083636879,3060.2735039361287,2318753.2935039364,5455.7348026958061,2573684.8251973041,123.97081875570439,15339.299181244296,1168811.4557188821,537518.8961328547,587278.8065394132,3197.807058511883
"Tuesday, 04. October 2016 04:15PM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold1_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,43.86731791496277,313,34,250,20,1,8,4,925826.71529411769,3238117.6470588236,1138875.0120588234,25229.123529411765,982038.27067459829,3647443.8732165401,1343697.9242268491,25357.936643494781,356155.3914145641,1147587.9328793448,454807.01615223195,3123.0401933523276,624.17932540166657,2678611.2193254018,47443.873216540087,5071556.1267834604,10081.88422684907,965202.74422684917,213.24335650521971,10506.473356505223,435297.4133670604,981842.0860247336,310071.23089055676,2194.3992469346335
"Tuesday, 04. October 2016 04:16PM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold2_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,43.45887899398804,313,34,250,20,1,8,4,910862.88058823533,3007617.6470588236,1056690.7211764706,25893.917941176471,1085038.0215769378,3731110.8247121722,1298156.8478083308,24506.904825035752,388034.50594344496,985434.50574690453,438344.96380343038,3342.6985705798229,26775.391576937865,787233.52157693775,132889.17528782785,2673110.8247121722,11625.152191669215,1024428.5421916693,126.90482503575186,11503.955174964245,208524.76022095376,749197.6742060911,303810.7212819977,2760.2627088889226
"Tuesday, 04. October 2016 04:17PM",from_server_-03103-03100-03104-03200-03230-03240_N347_E250_10fold3_L1_H8,from_server_,(CAT_TIPO_INMUEBLE='4' ) AND (codigo_postal_ubicacion_inmueble='03103' OR codigo_postal_ubicacion_inmueble='03100' OR codigo_postal_ubicacion_inmueble='03104' OR codigo_postal_ubicacion_inmueble='03200' OR codigo_postal_ubicacion_inmueble='03230' OR codigo_postal_ubicacion_inmueble='03240' ) AND (CVE_CLASE_INMUEBLE='4' OR CVE_CLASE_INMUEBLE='5' OR CVE_CLASE_INMUEBLE='6' ) AND (CVE_NIVEL_SOCIO_ECONOMICO_ZONA='4' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='5' OR CVE_NIVEL_SOCIO_ECONOMICO_ZONA='6' ) AND (CAT_REGIMEN_PROPIEDAD='1' OR CAT_REGIMEN_PROPIEDAD='2' OR CAT_REGIMEN_PROPIEDAD='3' ) AND (CVE_ESTADO_CONSERVACION='4' OR CVE_ESTADO_CONSERVACION='5' OR CVE_ESTADO_CONSERVACION='6' OR CVE_ESTADO_CONSERVACION='7' ) ,43.59710907936096,313,34,250,20,1,8,4,822895.91558823525,3222195.2344117649,1154867.0347058824,25384.165588235293,925364.43736431212,3250399.8824591758,1151176.287724979,24891.320181298172,253228.20230505132,835287.13235774403,394437.11058823531,4112.3544650876975,4531.9573643121403,849778.74263568781,15600.117540824227,3352600.1175408242,3161.0277249789797,1155168.7822750208,34.600181298170355,21039.89981870183,198116.00986078315,765021.851476522,288589.69540081837,4169.633498148729
